kategorie(),procent rabatu,"cechy(A:wartosc,B:)",nazwa,cena brutto,opis,adres zdjecia,produkt wirtualny
"Strona główna,lato 2021,malediwy",,"Data rozpoczęcia:wt. 01.06.2021,Czas Trwania:7 dni,Posiłki:HB - Dwa posiłki,Wylot z:Berlin,Operator:Ecco Travel",Ellaidhoo Maldives by Cinnamon (ex. Chaaya Reef),6049,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>****</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Malediwy</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis:</h3>,<p>w cenie zakwaterowanie pokojach typu standard - max. dla 3 osóbw cenie wyżywienie w postaci 3 posiłków, możliwość dopłaty do pakietu All Inclusive</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyposażenie:</h3>,<p>Wi-Fi w pomieszczeniach ogólnodostępnych (odpłatnie) zapewnia stały dostęp do sieci. Do oferty gastronomicznej hotelu należy restauracja i bar. Udane zakupy zrealizujecie Państwo w sklepie z pamiątkami oraz w pozostałych placówkach handlowych. W obrębie hotelu znajduje się malowniczy ogród i plac zabaw. Na terenie obiektu znajduje się również biblioteka. Do pozostałych oferowanych na miejscu usług należą: wypożyczalnia DVD, opieka medyczna i pralnia.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje:</h3>",https://cdntravelplanet.pl/MLE257/ECTR/miniature650x367/malediwy/ari-atol/ellaidhoo/ellaidhoo-maldives-by-cinnamon-(ex.-chaaya-reef)_0.jpg?datago=1&t=637433837750885777,1
"Strona główna,lato 2021,malediwy",,"Data rozpoczęcia:wt. 15.06.2021,Czas Trwania:8 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa,Operator:Prima Holiday",Equator Village,6170,"<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE :</h3>,<p>w pobliżu lotniska, na południe od stolicy Male, Addu Atoll. W okolicy panują doskonałe warunki do uprawiania rozmaitych form wypoczynku, w tym wędkowania, nurkowania oraz turystyki rowerowej.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA :</h3>,<p>Drobny, biały piasek. Leżaki, materace i ręczniki bezpłatne.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTEL :</h3>,<p>Kategoria lokalna 3*<br>Wyjątkowy i jedyny w swoim rodzaju hotel! To nie jest typowy resort, na którym musi spędzić cały swój urlop - dzięki lądowemu połączeniu bez trudu poznasz lokalną kuchnię, tradycje czy kulturę w pobliskich wioskach Feydhoo, Maradhoo czy Hitadhoo.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">DO DYSPOZYCJI GOŚCI :</h3>,<p>Lobby z recepcją, restauracja Vaivaru serwująca dania kuchni zachodniej, azjatyckiej i orientalnej, Veragan bar. Za dodatkową opłatą usługi pralni chemicznej, Hotel akceptuje karty kredytowe Visa / Master Card, American Express.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">INTERNET :</h3>",https://cdntravelplanet.pl/5469/BVPR/miniature650x367/malediwy/addu-atol/gan/equator-village_0.jpg?datago=1&t=637434528370532266,1
"Strona główna,lato 2021,malediwy",,"Data rozpoczęcia:wt. 15.06.2021,Czas Trwania:8 dni,Posiłki:HB - Dwa posiłki,Wylot z:Warszawa,Operator:Prima Holiday",Thulhagiri Island Resort,6070,"<h3 class=""hotel-description__subject hotel--description--subject"">POŁOŻENIE :</h3>,<p>Thulhagiri znajduje się na atolu Kaafu, ok. 13 km od lotniska, transfer szybką łodzią ok. 20 minut.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">PLAŻA :</h3>,<p>Piaszczysta z łagodnym zejściem.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">HOTEL :</h3>,<p>Kameralny kompleks hotelowy położony w otoczeniu egzotycznej roślinności, idealny dla par i nowożeńców. Doskonała baza wypadowa do odkrywania uroków Malediwów.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">DO DYSPOZYCJI GOŚCI :</h3>,<p>Recepcja, restauracja, bar, dyskoteka. Usługi pralnicze oraz sklepik z pamiątkami. Hotel akceptuje karty kredytowe.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">INTERNET :</h3>",https://cdntravelplanet.pl/5713/BVPR/miniature650x367/malediwy/male-atol/thulhaagiri/thulhagiri-island-resort_0.jpg?datago=1&t=637431911958822500,1
"Strona główna,lato 2021,malediwy",6,"Data rozpoczęcia:niedz. 06.06.2021,Czas Trwania:7 dni,Posiłki:FB - Pełne wyżywienie,Wylot z:Warszawa,Operator:Exim Tours",Ellaidhoo Maldives by Cinnamon (ex. Chaaya Reef),5999,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>3*+<br>Malediwy/Malediwy</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wstęp :</h3>,<p>Kameralny hotel położony na pięknej, prywatnej wyspie otoczonej bujną roślinnością. Idealne miejsce na wypoczynek w komfortowych warunkach z wygodną opcją wyżywienia all inclusive.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- na niedużej wyspie<br>- Alifu Atoll<br>- transfer trwa ok. 80 min</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- drobny, biały piasek<br>- leżaki, parasole, materace i ręczniki (bezpłatne)</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/32961/EXIM/miniature650x367/malediwy/ari-atol/ellaidhoo/ellaidhoo-maldives-by-cinnamon-(ex.-chaaya-reef)_0.jpg?datago=1&t=637434602971342187,1
"Strona główna,lato 2021,malediwy",19,"Data rozpoczęcia:wt. 20.07.2021,Czas Trwania:8 dni,Posiłki:FB - Pełne wyżywienie,Wylot z:Warszawa,Operator:Konsorcjum PBP",Fun Island Resort Spa,5961,"<h3 class=""hotel-description__subject hotel--description--subject"">Położenie:</h3>,<p>Hotel położony na niewielkiej, malowniczej wyspie na Południowym Atolu Male. Egzotyczne palmy, białe plaże i krystalicznie czysta woda tworzą tropikalny raj. Hotel usytuowany jest w odległości 45 minut drogi łodzią motorową od międzynarodowego lotniska w Male.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje:</h3>,<p>Beach Front Room<br>Bungalowy te posiadają prywatne tarasy z bezpośrednim dostępem do białej, piaszczystej plaży. Wszystkie wyposażone są w klimatyzację, prysznic, mini bar (dodatkowo płatny), zestaw do parzenia kawy/herbaty, TV, telefon, dostęp do Wi-Fi. Oferują one również prywatną plażę i taras słoneczny.<br>Deluxe Beach Bungalow<br>Elegancko umeblowane, przestronne bungalowy wyposażone w szereg nowoczesnych udogodnień. Każdy z nich wyposażony jest w prywatny taras, na którym można rozkoszować się słońcem, prysznic i wannę na świeżym powietrzu, prysznic wewnątrz bungalowu, klimatyzację, zestaw do parzenia kawy/herbaty, mini bar (dodatkowo płatny), suszarkę do włosów, TV, telefon, dostęp do Wi-Fi. Oferują one również prywatną plażę i taras słoneczny.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Do dyspozycji gości:</h3>,<p>Płatne - restauracja, bary, centrum sportów wodnych, szkoła nurkowania, salon SPA<br>Bezpłatne - powitalne drinki w dniu przyjazdu, siłownia, bilard, tenis stołowy, siatkówka plażowa, badminton, butelka wody na osobę każdego dnia</p>,<h3 class=""hotel-description__subject hotel--description--subject"">CENA ZAWIERA:</h3>,<p>bilet lotniczy Warszawa - Male - Warszawa w kwocie ok. 3100 PLN osoba, transfer lotnisko - hotel - lotnisko, zakwaterowanie w hotelu, wyżywienie zgodnie z wybraną opcją, ubezpieczenie Świat Multitravel + CP (choroby przewlekłe) do 100% KL + AS (amatorskie uprawianie sportu) - KL 150 000 EURO, NNW - 4 000 EURO, BAGAŻ - 400 EURO, obowiązkową składkę na Turystyczny Fundusz Gwarancyjny w wysokości 13 PLN/osoba.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">CENA NIE ZAWIERA:</h3>",https://cdntravelplanet.pl/MAFJRM/TRAD/miniature650x367/malediwy/male-atol/bodufinolhu/fun-island_0.jpg,1
"Strona główna,lato 2021,malediwy",6,"Data rozpoczęcia:niedz. 06.06.2021,Czas Trwania:7 dni,Posiłki:FB - Pełne wyżywienie,Wylot z:Warszawa,Operator:Best Reisen",Embudu Village,5887,"<h3 class=""hotel-description__subject hotel--description--subject"">Naszym zdaniem :</h3>,<p>Niewielki, kameralny hotel otoczony tropikalną zielenią i białym piaskiem. Idealne miejsce na błogi wypoczynek, bez ekstrawagancji, bez luksusów, ale komfortowo, pięknie, w spokoju i w harmonii z naturą.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>Wyspa na południowym Atolu Male, 20 minut łodzią motorową od międzynarodowego lotniska Male.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyposażenie :</h3>,<p>Recepcja, restauracja (bufety i ala carte) z lokalną kuchnią, bar, Wi-Fi w lobby, pralnia.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>,<p>Superior room - przytulne pokoje urządzone prosto, ale gustownie, z rustykalnymi drewnianymi meblami i z werandą (wyjście na plażę). Na wyposażeniu: łazienka z suszarką, klimatyzacja, czajnik, mała lodówka, sejf. Możliwa tylko jedna dostawka. <br>Water bungalow to szeregowe domki z oddzielnymi wejściami, usytuowane po przeciwnej stronie wyspy, stojące na palach. Mają przestronne pokoje urządzone w ciepłych kolorach, łazienkę (wanna z jacuzzi), taras z widokiem na ocean, klimatyzację, zestaw do parzenia kawy i herbaty, małą lodówkę, telewizor, sejf, szklany panel w podłodze.<br>Zakwaterowanie dzieci w willach na wodzie - na odpowiedzialność rodziców. Hotel wymaga podpisania stosownego oświadczenia przez rodziców / opiekunów.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyżywienie :</h3>",https://cdntravelplanet.pl/12799/BVBX/miniature650x367/malediwy/male-atol/emboodhoo/embudu-village_0.jpg?datago=1&t=637434463369239219,1
"Strona główna,lato 2021,malediwy",,"Data rozpoczęcia:śr. 30.06.2021,Czas Trwania:6 dni,Posiłki:HB - Dwa posiłki,Wylot z:Warszawa,Operator:Ecco Travel",Embudu Village,5699,"<h3 class=""hotel-description__subject hotel--description--subject"">Kategoria:</h3>,<p>***</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Region:</h3>,<p>Malediwy</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Opis:</h3>,<p>w cenie zakwaterowanie w pokojach typu superior bungalow - dla max. 3 osóbw cenie wyżywienie w postaci 3 posiłków, możliwośc dopłaty do pakietu All Inclusivetransfer do hotelu motorówką - ok. 45 minut</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyposażenie:</h3>,<p>Atmosfera każdego z naszych 126 pokoi zadba o Państwa doskonałe samopoczucie. Liczba znajdujących się ogólnie na terenie obiektu willi / domków wynosi 12. Do dyspozycji gości jest lobby oraz recepcja. W skład wyposażenia wchodzą sejf, restauracja, kawiarnia i bar. W pomieszczeniach ogólnodostępnych skorzystać można z Wi-Fi (odpłatnie). Udane zakupy zrealizujecie Państwo w sklepie z pamiątkami oraz w pozostałych placówkach handlowych.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje:</h3>",https://cdntravelplanet.pl/MLE264/ECTR/miniature650x367/malediwy/male-atol/emboodhoo/embudu-village_0.jpg?datago=1&t=637431824270825156,1
"Strona główna,lato 2021,malediwy",6,"Data rozpoczęcia:niedz. 06.06.2021,Czas Trwania:7 dni,Posiłki:HB - Dwa posiłki,Wylot z:Warszawa,Operator:Exim Tours",Sun Island Resort & Spa (Ari Atol),5960,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>4*+<br>Malediwy/Malediwy</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Naszym zdaniem :</h3>,<p>Jeden z największych hoteli na Malediwach położony w niewielkiej odległości od lotniska. Zlokalizowany na zapierającej dech w piersiach tropikalnej wyspie z bujną roślinnością, niesamowitymi plażami oraz pokojami o dobrym standardzie. Polecany również dla rodzin z dziećmi.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- Nalaguraidhoo South Ari Atol<br>- na wyspie o długości ok. 1600 m i szerokości ok. 440 m<br>- transfer trwa ok. 35 min.<br>- ok 100 m od brzegu znajduje się rafa koralowa</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>,<p>- drobny, biały piasek<br>- leżaki, parasole, materace, ręczniki plażowe (bezpłatne)</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>",https://cdntravelplanet.pl/29079/EXIM/miniature650x367/malediwy/ari-atol/nalaguraidhoo-island/sun-island-resort--spa-(ari-atol)_0.jpg?datago=1&t=637438173617617110,1
"Strona główna,lato 2021,malediwy",,"Data rozpoczęcia:wt. 22.06.2021,Czas Trwania:7 dni,Posiłki:FB - Pełne wyżywienie,Wylot z:Warszawa,Operator:Exim Tours",Embudu Village,4666,"<h3 class=""hotel-description__subject hotel--description--subject"">:</h3>,<p>3<br>Malediwy/Malediwy</p>,<h3 class=""hotel-description__subject hotel--description--subject"">: :</h3>,<p>Pokoje wyposażone są w czajnik (ewentualnie za opłatą) i sejf (ewentualnie za opłatą) jak i centralnie regulowaną klimatyzację. Łazienka z prysznicem.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wstęp :</h3>,<p>Jeden z pierwszych hoteli na Melediwach powstał na niedużej wyspie, która wciąż zachowuje swój naturalny charakter. Bungalowy zlokalizowane tuż przy pięknej plaży otoczonej palmami to świetne miejsce na relaks i odpoczynek.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>- na niedużej wyspie Emboodhoo<br>- na południe od stolicy Male<br>- Kaafu Atoll</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Plaża :</h3>",https://cdntravelplanet.pl/33502/EXIM/miniature650x367/malediwy/male-atol/emboodhoo/embudu-village_0.jpg?datago=1&t=637438163662187422,1
"Strona główna,lato 2021,malediwy",,"Data rozpoczęcia:wt. 01.06.2021,Czas Trwania:8 dni,Posiłki:AI - All Inclusive,Wylot z:Kraków,Operator:Best Reisen",Adaaran Prestige Water Villas,12960,"<h3 class=""hotel-description__subject hotel--description--subject"">Naszym zdaniem :</h3>,<p>Adaaran Prestige Water Villas to luksusowy hotel usytuowany w samym sercu Malediwów. Otoczony turkusową wodą, białą plażą, bujnymi palmami zdaje się być małym rajem na końcu świata. Idealne miejsce dla par ceniących sobie prywatność, elegancję, komfort i relaks w bajkowym otoczeniu.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>Na pięknej, tropikalnej wyspie Meedhupparu (Atol Raa), otoczonej szeroką plażą, 154 km na północ od głównej wyspy Male i lotniska. Podróż hydroplanem z lotniska w Male zajmuje 45 minut.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyposażenie :</h3>,<p>Recepcja, punkt wymiany walut, lobby, elegancka restauracja, bar. Goście mogą korzystać z pozostałych udogodnień hotelu Adaaran Select Meedhupparu na tej samej wyspie.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>,<p>Hotel składa się z 20 willi stojących na palach w lagunie. Każda z nich ma dwa mieszkania. Na wyposażeniu: sterowana indywidualnie klimatyzacja, TV sat, WLAN (bezpłatnie), odtwarzacz DVD, sejf, telefon, minibar, ekspres do kawy/ herbaty, łazienka z prysznicem, suszarką do włosów i szlafrokami, przestronny drewniany taras z panelem szklanym w podłodze, kącikiem jadalnym, leżanką, jacuzzi i bezpośrednim wejściem do wody. <br>Zakwaterowanie dzieci w willach na wodzie - na odpowiedzialność rodziców. Hotel wymaga podpisania stosownego oświadczenia przez rodziców / opiekunów.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyżywienie :</h3>",https://cdntravelplanet.pl/11862/BVBX/miniature650x367/malediwy/raa-atol/meedhupparu/adaaran-prestige-water-villas_0.jpg?datago=1&t=637433831279409219,1
"Strona główna,lato 2021,malediwy",,"Data rozpoczęcia:niedz. 06.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Warszawa,Operator:Best Reisen",Kudafushi Resort,8973,"<h3 class=""hotel-description__subject hotel--description--subject"">Naszym zdaniem :</h3>,<p>Elegancki i komfortowy hotel oddany do użytku w 2017 r., idealnie wkomponowany w tropikalny krajobraz wysepki. Tu można poczuć prawdziwe wibracje natury w ciepłej i przyjaznej atmosferze. Rajskie pejzaże, eleganckie pokoje w domkach przy plaży i na wodzie, znakomita kuchnia, oferta sportowa i wspaniałe zabiegi w spa są gwarancją udanego wypoczynku.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>Na atolu Raa, transfer z międzynarodowego lotniska w Male odbywa się awionetką i łodzią motorową. Zajmuje to w sumie ok. godzinę - 30 min. przelot lokalny+30 min. łódź motorowa. Transfery realizowane przy przylotach do godziny 22:00. Alternatywnie (za dodadkową dopłatą) możemy zaoferować przelot hydroplanem ok. 45 minut. Transfery realizowane przy przylotach do godziny 15:15, ostatni hydroplan wylatuje o godz. 15:30.<br>Maksymalny bagaż (dotyczy transferów): 20 kg bagaż główny + 5 kg bagaż podręczny (wymiary maksymalne 20x12x7cm). Bagaże przekraczające powyższą wagę  - dopłata za każdy dodatkowy kilogram - 5USD (płatne na miejscu).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyposażenie :</h3>,<p>Recepcja 24h, room service, darmowe Wi-Fi na terenie hotelu, restauracje: główna De North - serwująca dania kuchni międzynarodowej, Olive Me - kuchnia śródziemnomorska i międzynarodowa, Sea Edge - owoce morza, grill; bar główny, bar przy basenie, sklepik, pralnia.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>,<p>Beach Villa (ok. 92 m kw.) - 52 wille, które dysponuje przestronną sypialnią z częścią wypoczynkową, elegancką łazienką z prysznicem na zewnątrz i wanną. Wille są położone kilka minut spacerem od głównej strefy kurortu, pośród bujnej roślinności. Mają taras, z którego można wyjść prosto na plażę. <br>Beach Villa with Pool - 20 willi, które dysponują przestronną sypialnią z częścią wypoczynkową, elegancką łazienką z prysznicem na zewnątrz z deszczownicą i wanną. Wille są położone kilka minut spacerem od głównej strefy kurortu, pośród bujnej roślinności. Mają taras z prywatnym basenem, z którego można wyjść prosto na plażę.<br>Water Villa (ok. 75 m kw.)- 22 wille składające się z salonu, oddzielnej sypialni z wygodnym łóżkiem typu king-size, łazienki z prysznicem na świeżym powietrzu i wanny oraz zewnętrznego drewnianego patio z leżakami.<br>Pokoje wszystkich kategorii mają telewizor, minibar, darmowe Wi-Fi, są wyposażone w gustowne, drewniane meble i lokalne dodatki.<br>Zakwaterowanie dzieci w willach na wodzie - na odpowiedzialność rodziców. Hotel wymaga podpisania stosownego oświadczenia przez rodziców / opiekunów.<br>Pokoje Beach Villa [Honeymoon] lub Water Villa [Honeymoon] - wyposażanie jak powyżej. Goście tu zakwaterowani otrzymują niespodziankę od Best Reisen Group i hotelu. Warunkiem zarezerwowania w pokoju Honeymoon jest zgłoszenie podróży poślubnej zaraz po dokonaniu rezerwacji, a także zabranie ze sobą oryginału lub kopii aktu zawarcia związku małżeńskiego. Dokument należy okazać na miejscu. Podróż poślubna nie może odbyć się później niż 6 miesięcy od daty zawarcia małżeństwa.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyżywienie :</h3>",https://cdntravelplanet.pl/11835/BVBX/miniature650x367/malediwy/raa-atol/kudafushi/kudafushi-resort_0.jpg?datago=1&t=637432314479575156,1
"Strona główna,lato 2021,malediwy",,"Data rozpoczęcia:niedz. 06.06.2021,Czas Trwania:7 dni,Posiłki:AI - All Inclusive,Wylot z:Warszawa,Operator:Best Reisen",Heritance Aarah,12909,"<h3 class=""hotel-description__subject hotel--description--subject"">Naszym zdaniem :</h3>,<p>Fantastyczny hotel (otwarty w lutym 2019 r.), który zachwyca wysmakowaną architekturą, tropikalnymi pejzażami, luksusowym zakwaterowaniem. Totalny relaks w ekskluzywnej oprawie, mnóstwo atrakcji w ramach unikatowego systemu premium all inclusive.  Idealne miejsce na urlop we dwoje, z rodziną, przyjaciółmi. Tropikalny raj.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>Na prywatnej wyspie Atolu Raa, transfer do hotelu to lokalny przelot wewnętrzny na lotnisko Dharavandhoo. Czas przelotu około 30 min. + łódź motorwa około 45 min., na życzenie klientów możemy zapewnić transfer hydroplanem z międzynarodowego lotniska Male (dodatkowa dopłata, czas trwania około 40 min.).</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyposażenie :</h3>,<p>Wykwintne restauracje: Ranba (kuchnia międzynarodowa) z widokiem na ocean, Ralu (kuchnia francuska i włoska, wymagane rezerwacje), Ginifati (wieczorne barbeque na plaży, wymagane rezerwacje), Baani (przeznaczona dla gości ocean suite, kuchnia inspirowana kulinarną kulturą paryską i bliskowschodnią), Ambula (kolacje: kuchnia lankijska i malediwska), Hathaa (miejsce na kulinarną podróż przez 7 miast świata; od Bangkoku przez New Delhi po Tokio, kolacje są rodzajem interaktywnej przygody i zabawy z wybornym jedzeniem), bary: przy basenie (przekąski, koktajle, pizza), przy basenie na lagunie,  bar Falhu przeznaczony dla gości willi ocean suite (pozostali mogą korzystać za dopłatą), Ralu Lounge Bar.  W hotelu znajduje się punkt wymiany walut, butik i darmowe Wi-Fi.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>,<p>150 eleganckich willi, gustownych, nawiązujących stylem do lokalnych tradycji. Ozdobą każdej z nich jest piękny taras z sofą i leżankami. Wyjątkowo komfortowe są tutejsze łazienki (prysznic na zewnątrz w willach przy plaży, dodatkowo wanna z jacuzzi w willach typu family. Wille na wodzie nie mają prysznica na zewnątrz) oraz sypialnie z częścią wypoczynku dziennego. Na wyposażeniu: sejf, telewizor, bezpłatne Wi-Fi, przenośny głośnik Marshall Bluetooth, sprzęt do parzenia kawy/herbaty oraz espresso,  minibar, klimatyzacja.<br>Rodzaje zakwaterowania:<br>Beach Villas - przy plaży, powierzchnia ok. 88 m kw. z łazienką (prysznic na zewnątrz) i obszernym tarasem, z którego wychodzi się na plażę i do oceanu. Możliwość zakwaterowanie  maksymalnie 3 osób dorosłych lub 2 dosrosłych + 2 dzieci do 15 roku życia (obydwoje dzieci śpią razem), w pokoju dostępne łóżko typu king size bed + duża sofa bed.<br>Family Beach Villas - przy plaży, powierzchnia ok. 186 m kw.;  dwie części mieszkalne z oddzielnymi wejściami i wspólnym salonem. Są dwie łazienki, wanna z jacuzzi i prysznic na zewnątrz. Idealna propozycja dla rodzin z dziećmi.<br>Family Pool Beach Villas mają dodatkowo własny basen przed werandą.<br>Pool Beach Villas  - przy plaży, powierzchnia ok. 93 m kw., duża łazienka z wanną i prysznicem na zewnątrz, własny basen (ok. 9 m kw.) przed werandą.<br>Ocean Villas - na palach w lagunie z zejściem bezpośrednio do wody. Powierzchnia - ok. 93 m kw.<br>Ocean Suite Villas -  na palach w lagunie z zejściem bezpośrednio do wody, powierzchnia ok. 158 m kw., basen (ok. 14 m kw.) na werandzie, ekspres do kawy. Tego typu wille są dwupoziomowe, sypialnia z balkonem mieści się na górze, część dzienna/wypoczynkowa - na dole.<br>Zakwaterowanie dzieci w willach na wodzie - na odpowiedzialność rodziców. Hotel wymaga podpisania stosownego oświadczenia przez rodziców / opiekunów.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyżywienie :</h3>",https://cdntravelplanet.pl/11863/BVBX/miniature650x367/malediwy/raa-atol/aarah/heritance-aarah_0.jpg?datago=1&t=637432121181618520,1
"Strona główna,lato 2021,malediwy",,"Data rozpoczęcia:niedz. 06.06.2021,Czas Trwania:7 dni,Posiłki:BB - Śniadania,Wylot z:Warszawa,Operator:Best Reisen",The Haven at Lankanfinolhu,8811,"<h3 class=""hotel-description__subject hotel--description--subject"">Naszym zdaniem :</h3>,<p>Piękne i luksusowe wille stanowiące część popularnego hotelu Paradise Island Resort. Krystaliczna woda, bajkowa plaża, rajska przyroda. Znakomite warunki do wypoczynku gwarantowane przez prestiżową sieć Villa Hotels. Propozycja dla klientów ceniących luksus i najwyższy standard usług.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Położenie :</h3>,<p>Hotel położony jest na wschodnim krańcu Północnego Atolu Male, 10 km od międzynarodowego lotniska w Male. Ta porośnięta bujną roślinnością wysepka - Lankanfinolhu ma kilometr długości i 230 m szerokości, otacza ją szeroka, biała plaża i piękna laguna. Transfer z lotniska zajmuje około 20 minut łodzią motorową.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyposażenie :</h3>,<p>Restauracja główna Lagoon Restaurant (bufety), restauracja włoska z panoramicznym widokiem na ocean, kawiarnia, Farumathi Restaurant (przy lagunie z zewnętrznym tarasem, specjalność to owoce morza i ryby), stylowy bar japoński, beach bar przy centrum sportów wodnych, bar główny (24 h), sklepiki z upominkami, biżuterią, kosmetykami, sala internetowa, centrum biznesowe, pralnia, punkt wymiany walut, gabinet lekarski.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Pokoje :</h3>,<p>Luksusowe wille na wodzie typu Water Villa (77 m2) i Jacuzzi Water Villa (80 m2), każda gustownie urządzona i wyposażona w indywidualnie sterowaną klimatyzację, wiatrak sufitowy, telewizor TV sat LCD, telefon, odtwarzacz CD, darmowe Wi-Fi, sejf, minibar, eskpres do kawy i herbaty, elegancką łazienkę z kabiną prysznicową i wanną, suszarką do włosów, oddzielnie wc. Wille posiadają werandę z leżakami i kącik wypoczynkowy. Ponadto w pokojach Water Villa znajduje się wanna pod gołym niebem, natomiast w pokojach Jacuzzi Water Villa - jacuzzi, bidet i system Hi-Fi. Istnieje możliwość rezerwacji jeszcze bardziej luksusowych lagoon suite (237 m2) i ocean suite (386 m2).<br>Jacuzzi Water Villa funkcjonują w ofercie jako opcje ""na zapytanie"".<br>Ponadto w pokojach Water Villa i Jacuzzi Water Villa nie ma możliwości wstawienia dostawki do pokoju, dziecko śpi w jednym łóźku z rodzicami.</p>,<h3 class=""hotel-description__subject hotel--description--subject"">Wyżywienie :</h3>",https://cdntravelplanet.pl/11827/BVBX/miniature650x367/malediwy/male-atol/lankanfinolhu-island/the-haven-at-lankanfinolhu_0.jpg?datago=1&t=637433002427768594,1
